ID,Congressional District,Call Date,Disposition,Q1
127314,2,10/1/2020,Left Message,
115331,2,10/1/2020,C,4
107813,14,9/30/2020,Left Message,
146851,3,10/2/2020,D,
735,1,9/28/2020,Left Message Recording,
57845,15,9/28/2020,D,
108810,15,9/30/2020,C,1 - Yes
70903,11,9/29/2020,Left Message,
115568,2,10/1/2020,C,4
138769,14,10/1/2020,D,
59948,8,9/29/2020,Left Message,
46316,12,9/28/2020,C,4
66296,10,9/29/2020,C,4 - Refused
110056,15,9/30/2020,Left Message,
96950,12,9/30/2020,C,4 - Refused
37894,11,9/28/2020,D,
40190,11,9/28/2020,Left Message,
33424,9,9/28/2020,D,
107471,14,9/30/2020,C,1
40415,11,9/28/2020,C,1
638,1,9/28/2020,Left Message Recording,
116218,2,10/1/2020,Left Message,
36440,10,9/28/2020,D,
1022,1,9/28/2020,Left Message Recording,
83022,15,9/29/2020,Left Message,
77808,12,9/29/2020,Left Message,
148021,5,10/2/2020,Left Message,
124395,2,10/1/2020,Left Message,
109712,15,9/30/2020,D,
105720,14,9/30/2020,C,Yes
1139,1,9/28/2020,Left Message Recording,
75327,12,9/29/2020,C,1
1055,1,9/28/2020,Left Message Recording,
118635,2,10/1/2020,Left Message,
109634,15,9/30/2020,Left Message,
49940,13,9/28/2020,Left Message,
153100,6,10/2/2020,Left Message,
122406,2,10/1/2020,Left Message,
84265,15,9/29/2020,Left Message,
84892,15,9/29/2020,Left Message,
30394,8,9/28/2020,Left Message,
158612,7,10/2/2020,Left Message,
67432,10,9/29/2020,Left Message,
90292,10,9/30/2020,D,
83392,15,9/29/2020,C,1
39845,11,9/28/2020,Left Message,
151081,6,10/2/2020,Left Message,
92115,11,9/30/2020,Left Message,
30431,8,9/28/2020,Left Message,
25200,1,10/01/2020,Answered,1 - Yes
1017,1,9/28/2020,Left Message Recording,
149043,6,10/2/2020,Left Message,
47431,12,9/28/2020,Left Message,
110661,15,9/30/2020,Left Message,
38340,11,9/28/2020,C,1
33747,9,9/28/2020,Left Message,
9051,1,9/28/2020,Left Message Recording,
129334,8,10/1/2020,D,
112460,1,10/1/2020,C,4
68734,11,9/29/2020,Left Message,
162984,7,10/2/2020,C,4 - Refused
97195,12,9/30/2020,Left Message,
82465,14,9/29/2020,Left Message,
129372,8,10/1/2020,Left Message,
4562,1,9/28/2020,Left Message Recording,
95660,11,9/30/2020,D,
156836,6,10/2/2020,Left Message,
158931,7,10/2/2020,Left Message,
60092,8,9/29/2020,Left Message,
127994,2,10/1/2020,Left Message,
129290,8,10/1/2020,Left Message,
5421,1,9/28/2020,Wrong Number,
158059,7,10/2/2020,Left Message,
137519,13,10/1/2020,D,
22057,1,10/01/2020,Wrong Number,
37479,11,9/28/2020,Left Message,
28164,8,9/28/2020,Left Message,
95973,11,9/30/2020,D,
79599,13,9/29/2020,Left Message,
95346,11,9/30/2020,Left Message,
65812,9,9/29/2020,C,4 - Refused
114937,2,10/1/2020,C,1
104149,13,9/30/2020,D,
66925,10,9/29/2020,D,
148227,5,10/2/2020,C,3 - Undecided
36569,10,9/28/2020,D,
150100,6,10/2/2020,C,4 - Refused
160038,7,10/2/2020,Left Message,
38476,11,9/28/2020,Left Message,
84800,15,9/29/2020,Left Message,
157386,7,10/2/2020,Left Message,
22421,1,10/01/2020,Wrong Number,
18792,1,9/30/2020,Wrong Number,
13587,1,9/29/2020,Wrong Number,
121360,2,10/1/2020,Left Message,
90942,10,9/30/2020,D,
152688,6,10/2/2020,Left Message,
117009,2,10/1/2020,Left Message,
21522,1,10/01/2020,Wrong Number,
41959,11,9/28/2020,Left Message,
154721,6,10/2/2020,Left Message,
110916,15,9/30/2020,Left Message,
115358,2,10/1/2020,C,4 - Refused
107213,14,9/30/2020,C,4 - Refused
105236,13,9/30/2020,Left Message,
154276,6,10/2/2020,Left Message,
14575,1,9/29/2020,Left Message Recording,
30682,8,9/28/2020,D,
104417,13,9/30/2020,Left Message,
27693,1,10/2/2020,Wrong Number,
80589,13,9/29/2020,Left Message,
163123,8,10/2/2020,Left Message,
93775,11,9/30/2020,D,
111840,15,9/30/2020,C,1
9360,1,9/28/2020,Left Message Recording,
138541,14,10/1/2020,D,
2536,1,9/28/2020,Left Message Recording,
79557,13,9/29/2020,Left Message,
31055,8,9/28/2020,D,
145108,3,10/2/2020,C,4
58373,8,9/29/2020,Left Message,
77934,12,9/29/2020,C,4 - Refused
108706,15,9/30/2020,Left Message,
1828,1,9/28/2020,Wrong Number,
17805,1,9/30/2020,Wrong Number,
76644,12,9/29/2020,Left Message,
71274,11,9/29/2020,Left Message,
83505,15,9/29/2020,Left Message,
129724,8,10/1/2020,Left Message,
164447,8,10/2/2020,Left Message,
152602,6,10/2/2020,C,2
133794,11,10/1/2020,Left Message,
69067,11,9/29/2020,Left Message,
98803,12,9/30/2020,Left Message,
141085,2,10/2/2020,C,4 - Refused
150271,6,10/2/2020,Left Message,
117645,2,10/1/2020,Left Message,
110442,15,9/30/2020,Left Message,
116207,2,10/1/2020,Left Message,
18376,1,9/30/2020,Wrong Number,
75715,12,9/29/2020,Left Message,
19016,1,9/30/2020,Wrong Number,
90791,10,9/30/2020,Left Message,
147,1,9/28/2020,Left Message Recording,
45508,12,9/28/2020,D,
154026,6,10/2/2020,Left Message,
105308,13,9/30/2020,Left Message,
90731,10,9/30/2020,Left Message,
62032,8,9/29/2020,Left Message,
30062,8,9/28/2020,D,
32209,9,9/28/2020,D,
28815,8,9/28/2020,Left Message,
1086,1,9/28/2020,Wrong Number,
77700,12,9/29/2020,C,2
117282,2,10/1/2020,Left Message,
12154,1,9/29/2020,Wrong Number,
50475,13,9/28/2020,D,
99238,12,9/30/2020,C,1
64080,9,9/29/2020,C,4 - Refused
60959,8,9/29/2020,Left Message,
80825,14,9/29/2020,Left Message,
17561,1,9/30/2020,Wrong Number,
9530,1,9/28/2020,Left Message Recording,
91954,11,9/30/2020,D,
149905,6,10/2/2020,Left Message,
49066,13,9/28/2020,Left Message,
138692,14,10/1/2020,D,
88201,9,9/30/2020,Left Message,
67895,10,9/29/2020,D,
136068,12,10/1/2020,C,4 - Refused
150225,6,10/2/2020,D,
95405,11,9/30/2020,D,
53908,14,9/28/2020,D,
60890,8,9/29/2020,C,1
35488,10,9/28/2020,D,
121185,2,10/1/2020,Left Message,
62545,8,9/29/2020,Left Message,
121380,2,10/1/2020,Left Message,
74362,12,9/29/2020,C,4
88805,9,9/30/2020,Left Message,
25230,1,10/01/2020,Left Message Recording,
78344,13,9/29/2020,Left Message,
147342,4,10/2/2020,Left Message,
125637,2,10/1/2020,Left Message,
38773,11,9/28/2020,Left Message,
164719,8,10/2/2020,Left Message,
14114,1,9/29/2020,Left Message Recording,
32066,9,9/28/2020,C,1
114223,1,10/1/2020,C,2 - No
101283,12,9/30/2020,Left Message,
137590,13,10/1/2020,D,
98826,12,9/30/2020,Left Message,
119540,2,10/1/2020,Left Message,
13664,1,9/29/2020,Wrong Number,
35060,10,9/28/2020,Left Message,
163703,8,10/2/2020,Left Message,
3456,1,9/28/2020,Wrong Number,
115463,2,10/1/2020,C,2
149201,6,10/2/2020,Left Message,
153833,6,10/2/2020,C,4 - Refused
73713,11,9/29/2020,C,4 - Refused
95004,11,9/30/2020,Left Message,
84126,15,9/29/2020,Left Message,
135191,11,10/1/2020,Left Message,
163060,8,10/2/2020,Left Message,
131490,9,10/1/2020,D,
69671,11,9/29/2020,Left Message,
145499,3,10/2/2020,C,1
61597,8,9/29/2020,Left Message,
151329,6,10/2/2020,C,4 - Refused
26770,1,10/2/2020,Left Message Recording,
105130,13,9/30/2020,Left Message,
125337,2,10/1/2020,Left Message,
151128,6,10/2/2020,IR,
106028,14,9/30/2020,Left Message,
130577,9,10/1/2020,D,
78387,13,9/29/2020,D,
29509,8,9/28/2020,Left Message,
951,1,9/28/2020,Wrong Number,
54122,14,9/28/2020,Left Message,
118158,2,10/1/2020,Left Message,
16581,1,9/30/2020,Wrong Number,
82143,14,9/29/2020,Left Message,
4941,1,9/28/2020,Wrong Number,
118727,2,10/1/2020,Left Message,
110050,15,9/30/2020,D,
143645,3,10/2/2020,Left Message,
5599,1,9/28/2020,Wrong Number,
134783,11,10/1/2020,D,
91667,10,9/30/2020,Left Message,
69766,11,9/29/2020,Left Message,
109581,15,9/30/2020,Left Message,
50020,13,9/28/2020,Left Message,
38832,11,9/28/2020,D,
57381,15,9/28/2020,D,
71291,11,9/29/2020,D,
84080,15,9/29/2020,Left Message,
47070,12,9/28/2020,D,
43750,12,9/28/2020,Left Message,
63256,9,9/29/2020,Left Message,
78793,13,9/29/2020,Left Message,
50636,13,9/28/2020,Left Message,
125213,2,10/1/2020,Left Message,
5810,1,9/28/2020,Left Message Recording,
130289,8,10/1/2020,D,
42563,11,9/28/2020,C,1
74879,12,9/29/2020,C,Yes
111703,15,9/30/2020,C,4
3819,1,9/28/2020,Wrong Number,
95512,11,9/30/2020,C,3
165146,8,10/2/2020,Left Message,
133089,11,10/1/2020,Left Message,
4081,1,9/28/2020,Left Message Recording,
33125,9,9/28/2020,Left Message,
57336,15,9/28/2020,D,
120835,2,10/1/2020,Left Message,
87157,8,9/30/2020,Left Message,
10204,1,9/29/2020,Wrong Number,
9246,1,9/28/2020,Left Message Recording,
95876,11,9/30/2020,Left Message,
142471,3,10/2/2020,Left Message,
96654,11,9/30/2020,Left Message,
77248,12,9/29/2020,Left Message,
36627,10,9/28/2020,D,
38391,11,9/28/2020,D,
80056,13,9/29/2020,D,
151466,6,10/2/2020,Left Message,
21760,1,10/01/2020,Wrong Number,
154332,6,10/2/2020,Left Message,
74503,12,9/29/2020,D,
69737,11,9/29/2020,Left Message,
33693,9,9/28/2020,Left Message,
23040,1,10/01/2020,Wrong Number,
157796,7,10/2/2020,Left Message,
154256,6,10/2/2020,Left Message,
99852,12,9/30/2020,D,
77125,12,9/29/2020,C,1
21426,1,9/30/2020,Wrong Number,
53610,14,9/28/2020,C,1
52648,14,9/28/2020,D,
56696,15,9/28/2020,D,
39973,11,9/28/2020,Left Message,
90502,10,9/30/2020,D,
68075,10,9/29/2020,Left Message,
3733,1,9/28/2020,Wrong Number,
132242,10,10/1/2020,D,
148877,6,10/2/2020,Left Message,
97055,12,9/30/2020,D,
163620,8,10/2/2020,C,4
36233,10,9/28/2020,C,1
145735,3,10/2/2020,C,Refused
118537,2,10/1/2020,Left Message,
97582,12,9/30/2020,Left Message,
51752,13,9/28/2020,Left Message,
51528,13,9/28/2020,Left Message,
59313,8,9/29/2020,D,
5674,1,9/28/2020,Wrong Number,
163260,8,10/2/2020,Left Message,
40132,11,9/28/2020,Left Message,
84943,15,9/29/2020,C,1
50255,13,9/28/2020,Left Message,
16680,1,9/30/2020,Wrong Number,
89867,9,9/30/2020,Left Message,
8241,1,9/28/2020,Left Message Recording,
3913,1,9/28/2020,Wrong Number,
16114,1,9/30/2020,Wrong Number,
39441,11,9/28/2020,D,
80938,14,9/29/2020,Left Message,
66903,10,9/29/2020,Left Message,
34462,9,9/28/2020,Left Message,
103237,13,9/30/2020,C,2
86983,8,9/30/2020,C,1
4341,1,9/28/2020,Wrong Number,
43608,12,9/28/2020,Left Message,
62562,8,9/29/2020,C,Undecided
92996,11,9/30/2020,Left Message,
53013,14,9/28/2020,D,
41139,11,9/28/2020,C,2
159131,7,10/2/2020,C,4 - Refused
26030,1,10/01/2020,Wrong Number,
18925,1,9/30/2020,Wrong Number,
20966,1,9/30/2020,Wrong Number,
76336,12,9/29/2020,Left Message,
27282,1,10/2/2020,Wrong Number,
58719,8,9/29/2020,Left Message,
34171,9,9/28/2020,C,1
103332,13,9/30/2020,D,
9448,1,9/28/2020,Left Message Recording,
60127,8,9/29/2020,Left Message,
115577,2,10/1/2020,C,4
153837,6,10/2/2020,C,1
36273,10,9/28/2020,C,1
49907,13,9/28/2020,Left Message,
90030,9,9/30/2020,C,4 - Refused
87876,8,9/30/2020,Left Message,
98126,12,9/30/2020,Left Message,
137175,12,10/1/2020,D,
64772,9,9/29/2020,Left Message,
109457,15,9/30/2020,Left Message,
9516,1,9/28/2020,Left Message Recording,
49567,13,9/28/2020,C,1
90945,10,9/30/2020,C,4 - Refused
43876,12,9/28/2020,Left Message,
142363,3,10/2/2020,Left Message,
162721,7,10/2/2020,D,
88518,9,9/30/2020,D,
39065,11,9/28/2020,D,
16825,1,9/30/2020,Wrong Number,
85598,8,9/30/2020,Left Message,
161752,7,10/2/2020,Left Message,
45428,12,9/28/2020,Left Message,
164244,8,10/2/2020,Left Message,
112,1,9/28/2020,Left Message Recording,
53202,14,9/28/2020,Left Message,
140339,2,10/2/2020,Left Message,
28269,8,9/28/2020,D,
44801,12,9/28/2020,Left Message,
92810,11,9/30/2020,C,4
48904,13,9/28/2020,D,
93002,11,9/30/2020,D,
67710,10,9/29/2020,Left Message,
43310,12,9/28/2020,Left Message,
33493,9,9/28/2020,Left Message,
90276,10,9/30/2020,D,
108149,14,9/30/2020,Left Message,
51424,13,9/28/2020,Left Message,
1950,1,9/28/2020,Left Message Recording,
40024,11,9/28/2020,D,
107794,14,9/30/2020,C,1
127200,2,10/1/2020,Left Message,
15196,1,9/29/2020,Wrong Number,
33618,9,9/28/2020,Left Message,
97152,12,9/30/2020,Left Message,
103089,13,9/30/2020,D,
127404,2,10/1/2020,Left Message,
20318,1,9/30/2020,Wrong Number,
23667,1,10/01/2020,Wrong Number,
123634,2,10/1/2020,Left Message,
21396,1,9/30/2020,Wrong Number,
50846,13,9/28/2020,D,
108146,14,9/30/2020,C,1
63142,9,9/29/2020,Left Message,
1770,1,9/28/2020,Wrong Number,
110457,15,9/30/2020,Left Message,
127188,2,10/1/2020,Left Message,
15832,1,9/30/2020,Wrong Number,
91469,10,9/30/2020,Left Message,
129039,8,10/1/2020,Left Message,
54498,15,9/28/2020,D,
9760,1,9/28/2020,Left Message Recording,
123136,2,10/1/2020,Left Message,
115296,2,10/1/2020,C,1
39088,11,9/28/2020,Left Message,
7753,1,9/28/2020,Left Message Recording,
155315,6,10/2/2020,Left Message,
157743,7,10/2/2020,Left Message,
95090,11,9/30/2020,Left Message,
144791,3,10/2/2020,Left Message,
149776,6,10/2/2020,Left Message,
149713,6,10/2/2020,C,4 - Refused
45525,12,9/28/2020,C,4
75966,12,9/29/2020,C,4 - Refused
70619,11,9/29/2020,Left Message,
83665,15,9/29/2020,C,4 - Refused
52093,14,9/28/2020,D,
8113,1,9/28/2020,Left Message Recording,
84714,15,9/29/2020,Left Message,
156002,6,10/2/2020,Left Message,
56388,15,9/28/2020,D,
125077,2,10/1/2020,Left Message,
146800,3,10/2/2020,Left Message,
155416,6,10/2/2020,D,
100316,12,9/30/2020,Left Message,
27361,1,10/2/2020,Wrong Number,
15596,1,9/30/2020,Wrong Number,
50049,13,9/28/2020,Left Message,
159848,7,10/2/2020,C,1
151441,6,10/2/2020,Left Message,
46610,12,9/28/2020,Left Message,
51977,14,9/28/2020,Left Message,
23278,1,10/01/2020,Wrong Number,
48019,12,9/28/2020,Left Message,
29050,8,9/28/2020,Left Message,
72816,11,9/29/2020,D,
21882,1,10/01/2020,Wrong Number,
28610,8,9/28/2020,Left Message,
34943,10,9/28/2020,D,
50365,13,9/28/2020,Left Message,
116801,2,10/1/2020,Left Message,
117701,2,10/1/2020,Left Message,
995,1,9/28/2020,Wrong Number,
19935,1,9/30/2020,Wrong Number,
91953,11,9/30/2020,C,1
103746,13,9/30/2020,Left Message,
84953,15,9/29/2020,C,2 - No
95418,11,9/30/2020,Left Message,
118989,2,10/1/2020,Left Message,
1727,1,9/28/2020,Wrong Number,
2910,1,9/28/2020,Left Message Recording,
151744,6,10/2/2020,Left Message,
43188,12,9/28/2020,D,
25799,1,10/01/2020,Left Message Recording,
83667,15,9/29/2020,C,1
122525,2,10/1/2020,Left Message,
144316,3,10/2/2020,C,Undecided
6197,1,9/28/2020,Wrong Number,
144058,3,10/2/2020,Left Message,
157733,7,10/2/2020,C,3
32932,9,9/28/2020,D,
94708,11,9/30/2020,C,1
117858,2,10/1/2020,Left Message,
66711,10,9/29/2020,Left Message,
105390,13,9/30/2020,Left Message,
75627,12,9/29/2020,C,1
156039,6,10/2/2020,D,
13075,1,9/29/2020,Wrong Number,
65094,9,9/29/2020,Left Message,
108748,15,9/30/2020,D,
91046,10,9/30/2020,D,
35318,10,9/28/2020,C,Undecided
32751,9,9/28/2020,Left Message,
126142,2,10/1/2020,Left Message,
163272,8,10/2/2020,D,
74249,12,9/29/2020,C,4 - Refused
99198,12,9/30/2020,Left Message,
103752,13,9/30/2020,Left Message,
25530,1,10/01/2020,Left Message Recording,
104594,13,9/30/2020,C,2
102879,13,9/30/2020,Left Message,
12542,1,9/29/2020,Wrong Number,
136529,12,10/1/2020,D,
30134,8,9/28/2020,D,
75990,12,9/29/2020,Left Message,
12937,1,9/29/2020,Wrong Number,
135240,11,10/1/2020,Left Message,
159089,7,10/2/2020,Left Message,
52656,14,9/28/2020,Left Message,
10410,1,9/29/2020,Wrong Number,
90060,9,9/30/2020,Left Message,
142527,3,10/2/2020,C,4
152130,6,10/2/2020,D,
86879,8,9/30/2020,D,
150566,6,10/2/2020,Left Message,
55070,15,9/28/2020,C,1
102254,12,9/30/2020,C,2 - No
34478,9,9/28/2020,D,
163876,8,10/2/2020,Left Message,
102169,12,9/30/2020,D,
42843,11,9/28/2020,C,4
43823,12,9/28/2020,Left Message,
143260,3,10/2/2020,Left Message,
27175,1,10/2/2020,Wrong Number,
46567,12,9/28/2020,Left Message,
118179,2,10/1/2020,Left Message,
122960,2,10/1/2020,Left Message,
41525,11,9/28/2020,Left Message,
8986,1,9/28/2020,Left Message Recording,
112180,1,10/1/2020,C,2 - No
29171,8,9/28/2020,Left Message,
116773,2,10/1/2020,Left Message,
85801,8,9/30/2020,Left Message,
1604,1,9/28/2020,Left Message Recording,
92246,11,9/30/2020,C,4 - Refused
92681,11,9/30/2020,D,
64537,9,9/29/2020,Left Message,
85669,8,9/30/2020,D,
114468,1,10/1/2020,C,2
37668,11,9/28/2020,Left Message,
894,1,9/28/2020,Wrong Number,
135578,11,10/1/2020,Left Message,
47421,12,9/28/2020,C,4 - Refused
53478,14,9/28/2020,D,
163896,8,10/2/2020,Left Message,
83621,15,9/29/2020,Left Message,
141119,2,10/2/2020,Left Message,
74233,12,9/29/2020,C,1
139285,15,10/1/2020,D,
161360,7,10/2/2020,D,
110103,15,9/30/2020,Left Message,
25673,1,10/01/2020,Left Message Recording,
7832,1,9/28/2020,Left Message Recording,
630,1,9/28/2020,Left Message Recording,
58733,8,9/29/2020,Left Message,
71976,11,9/29/2020,Left Message,
137250,12,10/1/2020,D,
68005,10,9/29/2020,D,
39126,11,9/28/2020,Left Message,
68893,11,9/29/2020,Left Message,
146971,3,10/2/2020,Left Message,
142436,3,10/2/2020,D,
64062,9,9/29/2020,D,
35685,10,9/28/2020,Left Message,
36113,10,9/28/2020,C,1 - Yes
135046,11,10/1/2020,Left Message,
98493,12,9/30/2020,C,1
110466,15,9/30/2020,Left Message,
125212,2,10/1/2020,Left Message,
86584,8,9/30/2020,Left Message,
60442,8,9/29/2020,Left Message,
128086,2,10/1/2020,Left Message,
160374,7,10/2/2020,Left Message,
95202,11,9/30/2020,Left Message,
9181,1,9/28/2020,Left Message Recording,
6384,1,9/28/2020,Wrong Number,
76269,12,9/29/2020,Left Message,
106223,14,9/30/2020,Left Message,
132529,10,10/1/2020,D,
8110,1,9/28/2020,Left Message Recording,
100831,12,9/30/2020,Left Message,
144698,3,10/2/2020,Left Message,
121727,2,10/1/2020,Left Message,
159088,7,10/2/2020,Left Message,
127526,2,10/1/2020,Left Message,
69157,11,9/29/2020,Left Message,
54446,14,9/28/2020,Left Message,
103383,13,9/30/2020,D,
74150,12,9/29/2020,C,4 - Refused
47159,12,9/28/2020,D,
30566,8,9/28/2020,C,4
42763,11,9/28/2020,C,4 - Refused
9059,1,9/28/2020,Left Message Recording,
26651,1,10/01/2020,Wrong Number,
69091,11,9/29/2020,D,
23945,1,10/01/2020,Wrong Number,
71152,11,9/29/2020,Left Message,
32709,9,9/28/2020,Left Message,
13666,1,9/29/2020,Wrong Number,
42814,11,9/28/2020,Left Message,
118412,2,10/1/2020,Left Message,
109544,15,9/30/2020,Left Message,
11602,1,9/29/2020,Wrong Number,
12874,1,9/29/2020,Wrong Number,
44300,12,9/28/2020,D,
68780,11,9/29/2020,Left Message,
163970,8,10/2/2020,Left Message,
30753,8,9/28/2020,C,2 - No
79390,13,9/29/2020,Left Message,
138428,14,10/1/2020,D,
30103,8,9/28/2020,Left Message,
104487,13,9/30/2020,Left Message,
72695,11,9/29/2020,Left Message,
136536,12,10/1/2020,D,
111744,15,9/30/2020,Left Message,
91332,10,9/30/2020,Left Message,
16767,1,9/30/2020,Wrong Number,
17189,1,9/30/2020,Wrong Number,
39431,11,9/28/2020,Left Message,
48575,13,9/28/2020,Left Message,
52411,14,9/28/2020,Left Message,
14391,1,9/29/2020,Left Message Recording,
116302,2,10/1/2020,Left Message,
119614,2,10/1/2020,Left Message,
29562,8,9/28/2020,Left Message,
99664,12,9/30/2020,C,3 - Undecided
154729,6,10/2/2020,Left Message,
23215,1,10/01/2020,Wrong Number,
127134,2,10/1/2020,Left Message,
78101,12,9/29/2020,Left Message,
66244,10,9/29/2020,Left Message,
159120,7,10/2/2020,Left Message,
52072,14,9/28/2020,D,
139944,15,10/1/2020,Left Message,
73532,11,9/29/2020,D,
90037,9,9/30/2020,Left Message,
58576,8,9/29/2020,D,
100994,12,9/30/2020,D,
80286,13,9/29/2020,Left Message,
16145,1,9/30/2020,Wrong Number,
24481,1,10/01/2020,Wrong Number,
76264,12,9/29/2020,Left Message,
156021,6,10/2/2020,D,
69548,11,9/29/2020,Left Message,
90710,10,9/30/2020,D,
100576,12,9/30/2020,Left Message,
44082,12,9/28/2020,Left Message,
163054,8,10/2/2020,Left Message,
16368,1,9/30/2020,Wrong Number,
122650,2,10/1/2020,Left Message,
62043,8,9/29/2020,Left Message,
61342,8,9/29/2020,Left Message,
83640,15,9/29/2020,Left Message,
3091,1,9/28/2020,Left Message Recording,
1135,1,9/28/2020,Wrong Number,
17829,1,9/30/2020,Wrong Number,
61470,8,9/29/2020,Left Message,
45471,12,9/28/2020,Left Message,
7855,1,9/28/2020,Left Message Recording,
18907,1,9/30/2020,Wrong Number,
60376,8,9/29/2020,D,
15111,1,9/29/2020,Wrong Number,
49119,13,9/28/2020,D,
130860,9,10/1/2020,D,
138461,14,10/1/2020,D,
144842,3,10/2/2020,Left Message,
42855,11,9/28/2020,D,
97214,12,9/30/2020,Left Message,
44624,12,9/28/2020,D,
12383,1,9/29/2020,Wrong Number,
95239,11,9/30/2020,Left Message,
140209,15,10/1/2020,D,
42444,11,9/28/2020,C,4 - Refused
137738,13,10/1/2020,D,
46374,12,9/28/2020,Left Message,
96936,12,9/30/2020,Left Message,
118175,2,10/1/2020,Left Message,
62106,8,9/29/2020,Left Message,
162478,7,10/2/2020,Left Message,
54552,15,9/28/2020,C,4 - Refused
50968,13,9/28/2020,D,
110263,15,9/30/2020,Left Message,
76456,12,9/29/2020,C,4 - Refused
7336,1,9/28/2020,Left Message Recording,
146133,3,10/2/2020,Left Message,
94445,11,9/30/2020,D,
101898,12,9/30/2020,Left Message,
97878,12,9/30/2020,D,
129161,8,10/1/2020,Left Message,
99383,12,9/30/2020,Left Message,
156693,6,10/2/2020,Left Message,
146804,3,10/2/2020,Left Message,
73566,11,9/29/2020,Left Message,
33263,9,9/28/2020,Left Message,
147844,4,10/2/2020,Left Message,
79440,13,9/29/2020,Left Message,
22200,1,10/01/2020,Wrong Number,
114450,1,10/1/2020,C,No
126060,2,10/1/2020,Left Message,
4090,1,9/28/2020,Left Message Recording,
63996,9,9/29/2020,Left Message,
154957,6,10/2/2020,C,1
48302,12,9/28/2020,Left Message,
56290,15,9/28/2020,Left Message,
150895,6,10/2/2020,C,1
8231,1,9/28/2020,Left Message Recording,
82946,15,9/29/2020,D,
23576,1,10/01/2020,Wrong Number,
51513,13,9/28/2020,IR,
135457,11,10/1/2020,DC,
67627,10,9/29/2020,Left Message,
111245,15,9/30/2020,C,3 - Undecided
152215,6,10/2/2020,Left Message,
53347,14,9/28/2020,Left Message,
129002,8,10/1/2020,D,
105965,14,9/30/2020,Left Message,
108898,15,9/30/2020,C,4 - Refused
29420,8,9/28/2020,Left Message,
112395,1,10/1/2020,C,1
87061,8,9/30/2020,Left Message,
132369,10,10/1/2020,Left Message,
149133,6,10/2/2020,Left Message,
80705,14,9/29/2020,Left Message,
74673,12,9/29/2020,Left Message,
141005,2,10/2/2020,Left Message,
9743,1,9/28/2020,Left Message Recording,
68814,11,9/29/2020,D,
37504,11,9/28/2020,C,4 - Refused
121646,2,10/1/2020,Left Message,
85128,15,9/29/2020,C,4
150633,6,10/2/2020,Left Message,
64111,9,9/29/2020,Left Message,
35887,10,9/28/2020,Left Message,
5374,1,9/28/2020,Wrong Number,
128245,2,10/1/2020,Left Message,
5682,1,9/28/2020,Wrong Number,
153725,6,10/2/2020,C,4 - Refused
148211,5,10/2/2020,Left Message,
58313,8,9/29/2020,Left Message,
99774,12,9/30/2020,Left Message,
154226,6,10/2/2020,Left Message,
65161,9,9/29/2020,Left Message,
60474,8,9/29/2020,D,
43582,12,9/28/2020,Left Message,
151636,6,10/2/2020,D,
131475,9,10/1/2020,D,
129458,8,10/1/2020,Left Message,
126424,2,10/1/2020,Left Message,
21670,1,10/01/2020,Wrong Number,
45797,12,9/28/2020,Left Message,
164047,8,10/2/2020,C,2
30658,8,9/28/2020,D,
45617,12,9/28/2020,Left Message,
23468,1,10/01/2020,Wrong Number,
65860,9,9/29/2020,Left Message,
48120,12,9/28/2020,Left Message,
65048,9,9/29/2020,Left Message,
311,1,9/28/2020,Left Message Recording,
131385,9,10/1/2020,D,
100306,12,9/30/2020,Left Message,
39975,11,9/28/2020,C,3 - Undecided
134823,11,10/1/2020,Left Message,
90256,10,9/30/2020,Left Message,
58345,8,9/29/2020,Left Message,
83045,15,9/29/2020,Left Message,
125431,2,10/1/2020,Left Message,
160247,7,10/2/2020,D,
40219,11,9/28/2020,Left Message,
99085,12,9/30/2020,Left Message,
41462,11,9/28/2020,Left Message,
73468,11,9/29/2020,C,1 - Yes
111416,15,9/30/2020,Left Message,
74650,12,9/29/2020,Left Message,
84247,15,9/29/2020,Left Message,
71859,11,9/29/2020,D,
85798,8,9/30/2020,C,3 - Undecided
70036,11,9/29/2020,D,
107214,14,9/30/2020,Left Message,
1523,1,9/28/2020,Left Message Recording,
120958,2,10/1/2020,Left Message,
153593,6,10/2/2020,Left Message,
60655,8,9/29/2020,FX,
107390,14,9/30/2020,D,
157854,7,10/2/2020,Left Message,
154992,6,10/2/2020,Left Message,
64665,9,9/29/2020,Left Message,
17082,1,9/30/2020,Wrong Number,
32695,9,9/28/2020,D,
113372,1,10/1/2020,C,1
85157,15,9/29/2020,D,
46552,12,9/28/2020,Left Message,
156299,6,10/2/2020,Left Message,
98273,12,9/30/2020,Left Message,
48510,12,9/28/2020,Left Message,
10757,1,9/29/2020,Wrong Number,
58744,8,9/29/2020,Left Message,
162181,7,10/2/2020,Left Message,
72594,11,9/29/2020,D,
159722,7,10/2/2020,Left Message,
17709,1,9/30/2020,Wrong Number,
75573,12,9/29/2020,C,4
79889,13,9/29/2020,C,1
6837,1,9/28/2020,Wrong Number,
81058,14,9/29/2020,D,
162674,7,10/2/2020,Left Message,
69530,11,9/29/2020,C,1 - Yes
34347,9,9/28/2020,C,4 - Refused
54229,14,9/28/2020,D,
89866,9,9/30/2020,C,2
77645,12,9/29/2020,Left Message,
12160,1,9/29/2020,Wrong Number,
22150,1,10/01/2020,Wrong Number,
10997,1,9/29/2020,Wrong Number,
4216,1,9/28/2020,Wrong Number,
