,ID,Congressional District,Call Date,Disposition,Q1
2589,77248,12,09/29/2020,Left Message,None
2590,36627,10,09/28/2020,Bad Number,None
2591,38391,11,09/28/2020,Bad Number,None
2592,80056,13,09/29/2020,Bad Number,None
2593,151466,6,10/02/2020,Left Message,None
2594,21760,1,10/01/2020,Wrong Number,None
2595,154332,6,10/02/2020,Left Message,None
2596,74503,12,09/29/2020,Bad Number,None
2597,69737,11,09/29/2020,Left Message,None
2598,33693,9,09/28/2020,Left Message,None
2599,23040,1,10/01/2020,Wrong Number,None
2600,157796,7,10/02/2020,Left Message,None
2601,154256,6,10/02/2020,Left Message,None
2602,99852,12,09/30/2020,Bad Number,None
2603,77125,12,09/29/2020,Answered,Yes
2604,21426,1,09/30/2020,Wrong Number,None
2605,53610,14,09/28/2020,Answered,Yes
2606,52648,14,09/28/2020,Bad Number,None
2607,56696,15,09/28/2020,Bad Number,None
2608,39973,11,09/28/2020,Left Message,None
2609,90502,10,09/30/2020,Bad Number,None
2610,68075,10,09/29/2020,Left Message,None
2611,3733,1,09/28/2020,Wrong Number,None
2612,132242,10,10/01/2020,Bad Number,None
2613,148877,6,10/02/2020,Left Message,None
2614,97055,12,09/30/2020,Bad Number,None
2615,163620,8,10/02/2020,Answered,Refused
2616,36233,10,09/28/2020,Answered,Yes
2617,145735,3,10/02/2020,Answered,Refused
2618,118537,2,10/01/2020,Left Message,None
2619,97582,12,09/30/2020,Left Message,None
2620,51752,13,09/28/2020,Left Message,None
2621,51528,13,09/28/2020,Left Message,None
2622,59313,8,09/29/2020,Bad Number,None
2623,5674,1,09/28/2020,Wrong Number,None
2624,163260,8,10/02/2020,Left Message,None
2625,40132,11,09/28/2020,Left Message,None
2626,84943,15,09/29/2020,Answered,Yes
2627,50255,13,09/28/2020,Left Message,None
2628,16680,1,09/30/2020,Wrong Number,None
2629,89867,9,09/30/2020,Left Message,None
2630,8241,1,09/28/2020,Left Message,None
2631,3913,1,09/28/2020,Wrong Number,None
2632,16114,1,09/30/2020,Wrong Number,None
2633,39441,11,09/28/2020,Bad Number,None
2634,80938,14,09/29/2020,Left Message,None
2635,66903,10,09/29/2020,Left Message,None
2636,34462,9,09/28/2020,Left Message,None
2637,103237,13,09/30/2020,Answered,No
2638,86983,8,09/30/2020,Answered,Yes
2639,4341,1,09/28/2020,Wrong Number,None
2640,43608,12,09/28/2020,Left Message,None
2641,62562,8,09/29/2020,Answered,Undecided
2642,92996,11,09/30/2020,Left Message,None
2643,53013,14,09/28/2020,Bad Number,None
2644,41139,11,09/28/2020,Answered,No
2645,159131,7,10/02/2020,Answered,Refused
2646,26030,1,10/01/2020,Wrong Number,None
2647,18925,1,09/30/2020,Wrong Number,None
2648,20966,1,09/30/2020,Wrong Number,None
2649,76336,12,09/29/2020,Left Message,None
2650,27282,1,10/02/2020,Wrong Number,None
2651,58719,8,09/29/2020,Left Message,None
2652,34171,9,09/28/2020,Answered,Yes
2653,103332,13,09/30/2020,Bad Number,None
2654,9448,1,09/28/2020,Left Message,None
2655,60127,8,09/29/2020,Left Message,None
2656,115577,2,10/01/2020,Answered,Refused
2657,153837,6,10/02/2020,Answered,Yes
2658,36273,10,09/28/2020,Answered,Yes
2659,49907,13,09/28/2020,Left Message,None
2660,90030,9,09/30/2020,Answered,Refused
2661,87876,8,09/30/2020,Left Message,None
2662,98126,12,09/30/2020,Left Message,None
2663,137175,12,10/01/2020,Bad Number,None
2664,64772,9,09/29/2020,Left Message,None
2665,109457,15,09/30/2020,Left Message,None
2666,9516,1,09/28/2020,Left Message,None
2667,49567,13,09/28/2020,Answered,Yes
2668,90945,10,09/30/2020,Answered,Refused
2669,43876,12,09/28/2020,Left Message,None
2670,142363,3,10/02/2020,Left Message,None
2671,162721,7,10/02/2020,Bad Number,None
2672,88518,9,09/30/2020,Bad Number,None
2673,39065,11,09/28/2020,Bad Number,None
2674,16825,1,09/30/2020,Wrong Number,None
2675,85598,8,09/30/2020,Left Message,None
2676,161752,7,10/02/2020,Left Message,None
2677,45428,12,09/28/2020,Left Message,None
2678,164244,8,10/02/2020,Left Message,None
2679,112,1,09/28/2020,Left Message,None
2680,53202,14,09/28/2020,Left Message,None
2681,140339,2,10/02/2020,Left Message,None
2682,28269,8,09/28/2020,Bad Number,None
2683,44801,12,09/28/2020,Left Message,None
2684,92810,11,09/30/2020,Answered,Refused
2685,48904,13,09/28/2020,Bad Number,None
2686,93002,11,09/30/2020,Bad Number,None
2687,67710,10,09/29/2020,Left Message,None
2688,43310,12,09/28/2020,Left Message,None
2689,33493,9,09/28/2020,Left Message,None
2690,90276,10,09/30/2020,Bad Number,None
2691,108149,14,09/30/2020,Left Message,None
2692,51424,13,09/28/2020,Left Message,None
2693,1950,1,09/28/2020,Left Message,None
2694,40024,11,09/28/2020,Bad Number,None
2695,107794,14,09/30/2020,Answered,Yes
2696,127200,2,10/01/2020,Left Message,None
2697,15196,1,09/29/2020,Wrong Number,None
2698,33618,9,09/28/2020,Left Message,None
2699,97152,12,09/30/2020,Left Message,None
2700,103089,13,09/30/2020,Bad Number,None
2701,127404,2,10/01/2020,Left Message,None
2702,20318,1,09/30/2020,Wrong Number,None
2703,23667,1,10/01/2020,Wrong Number,None
2704,123634,2,10/01/2020,Left Message,None
2705,21396,1,09/30/2020,Wrong Number,None
2706,50846,13,09/28/2020,Bad Number,None
2707,108146,14,09/30/2020,Answered,Yes
2708,63142,9,09/29/2020,Left Message,None
2709,1770,1,09/28/2020,Wrong Number,None
2710,110457,15,09/30/2020,Left Message,None
2711,127188,2,10/01/2020,Left Message,None
2712,15832,1,09/30/2020,Wrong Number,None
2713,91469,10,09/30/2020,Left Message,None
2714,129039,8,10/01/2020,Left Message,None
2715,54498,15,09/28/2020,Bad Number,None
2716,9760,1,09/28/2020,Left Message,None
2717,123136,2,10/01/2020,Left Message,None
2718,115296,2,10/01/2020,Answered,Yes
2719,39088,11,09/28/2020,Left Message,None
2720,7753,1,09/28/2020,Left Message,None
2721,155315,6,10/02/2020,Left Message,None
2722,157743,7,10/02/2020,Left Message,None
2723,95090,11,09/30/2020,Left Message,None
2724,144791,3,10/02/2020,Left Message,None
2725,149776,6,10/02/2020,Left Message,None
2726,149713,6,10/02/2020,Answered,Refused
2727,45525,12,09/28/2020,Answered,Refused
2728,75966,12,09/29/2020,Answered,Refused
2729,70619,11,09/29/2020,Left Message,None
2730,83665,15,09/29/2020,Answered,Refused
2731,52093,14,09/28/2020,Bad Number,None
2732,8113,1,09/28/2020,Left Message,None
2733,84714,15,09/29/2020,Left Message,None
2734,156002,6,10/02/2020,Left Message,None
2735,56388,15,09/28/2020,Bad Number,None
2736,125077,2,10/01/2020,Left Message,None
2737,146800,3,10/02/2020,Left Message,None
2738,155416,6,10/02/2020,Bad Number,None
2739,100316,12,09/30/2020,Left Message,None
2740,27361,1,10/02/2020,Wrong Number,None
2741,15596,1,09/30/2020,Wrong Number,None
2742,50049,13,09/28/2020,Left Message,None
2743,159848,7,10/02/2020,Answered,Yes
2744,151441,6,10/02/2020,Left Message,None
2745,46610,12,09/28/2020,Left Message,None
2746,51977,14,09/28/2020,Left Message,None
2747,23278,1,10/01/2020,Wrong Number,None
2748,48019,12,09/28/2020,Left Message,None
2749,29050,8,09/28/2020,Left Message,None
2750,72816,11,09/29/2020,Bad Number,None
2751,21882,1,10/01/2020,Wrong Number,None
2752,28610,8,09/28/2020,Left Message,None
2753,34943,10,09/28/2020,Bad Number,None
2754,50365,13,09/28/2020,Left Message,None
2755,116801,2,10/01/2020,Left Message,None
2756,117701,2,10/01/2020,Left Message,None
2757,995,1,09/28/2020,Wrong Number,None
2758,19935,1,09/30/2020,Wrong Number,None
2759,91953,11,09/30/2020,Answered,Yes
2760,103746,13,09/30/2020,Left Message,None
2761,84953,15,09/29/2020,Answered,No
2762,95418,11,09/30/2020,Left Message,None
2763,118989,2,10/01/2020,Left Message,None
2764,1727,1,09/28/2020,Wrong Number,None
2765,2910,1,09/28/2020,Left Message,None
2766,151744,6,10/02/2020,Left Message,None
2767,43188,12,09/28/2020,Bad Number,None
2768,25799,1,10/01/2020,Left Message,None
2769,83667,15,09/29/2020,Answered,Yes
2770,122525,2,10/01/2020,Left Message,None
2771,144316,3,10/02/2020,Answered,Undecided
2772,6197,1,09/28/2020,Wrong Number,None
2773,144058,3,10/02/2020,Left Message,None
2774,157733,7,10/02/2020,Answered,Undecided
2775,32932,9,09/28/2020,Bad Number,None
2776,94708,11,09/30/2020,Answered,Yes
2777,117858,2,10/01/2020,Left Message,None
2778,66711,10,09/29/2020,Left Message,None
2779,105390,13,09/30/2020,Left Message,None
2780,75627,12,09/29/2020,Answered,Yes
2781,156039,6,10/02/2020,Bad Number,None
2782,13075,1,09/29/2020,Wrong Number,None
2783,65094,9,09/29/2020,Left Message,None
2784,108748,15,09/30/2020,Bad Number,None
2785,91046,10,09/30/2020,Bad Number,None
2786,35318,10,09/28/2020,Answered,Undecided
2787,32751,9,09/28/2020,Left Message,None
2788,126142,2,10/01/2020,Left Message,None
2789,163272,8,10/02/2020,Bad Number,None
2790,74249,12,09/29/2020,Answered,Refused
2791,99198,12,09/30/2020,Left Message,None
2792,103752,13,09/30/2020,Left Message,None
2793,25530,1,10/01/2020,Left Message,None
2794,104594,13,09/30/2020,Answered,No
2795,102879,13,09/30/2020,Left Message,None
2796,12542,1,09/29/2020,Wrong Number,None
2797,136529,12,10/01/2020,Bad Number,None
2798,30134,8,09/28/2020,Bad Number,None
2799,75990,12,09/29/2020,Left Message,None
2800,12937,1,09/29/2020,Wrong Number,None
2801,135240,11,10/01/2020,Left Message,None
2802,159089,7,10/02/2020,Left Message,None
2803,52656,14,09/28/2020,Left Message,None
2804,10410,1,09/29/2020,Wrong Number,None
2805,90060,9,09/30/2020,Left Message,None
2806,142527,3,10/02/2020,Answered,Refused
2807,152130,6,10/02/2020,Bad Number,None
2808,86879,8,09/30/2020,Bad Number,None
2809,150566,6,10/02/2020,Left Message,None
2810,55070,15,09/28/2020,Answered,Yes
2811,102254,12,09/30/2020,Answered,No
2812,34478,9,09/28/2020,Bad Number,None
2813,163876,8,10/02/2020,Left Message,None
2814,102169,12,09/30/2020,Bad Number,None
2815,42843,11,09/28/2020,Answered,Refused
2816,43823,12,09/28/2020,Left Message,None
2817,143260,3,10/02/2020,Left Message,None
2818,27175,1,10/02/2020,Wrong Number,None
2819,46567,12,09/28/2020,Left Message,None
2820,118179,2,10/01/2020,Left Message,None
2821,122960,2,10/01/2020,Left Message,None
2822,41525,11,09/28/2020,Left Message,None
2823,8986,1,09/28/2020,Left Message,None
2824,112180,1,10/01/2020,Answered,No
2825,29171,8,09/28/2020,Left Message,None
2826,116773,2,10/01/2020,Left Message,None
2827,85801,8,09/30/2020,Left Message,None
2828,1604,1,09/28/2020,Left Message,None
2829,92246,11,09/30/2020,Answered,Refused
2830,92681,11,09/30/2020,Bad Number,None
2831,64537,9,09/29/2020,Left Message,None
2832,85669,8,09/30/2020,Bad Number,None
2833,114468,1,10/01/2020,Answered,No
2834,37668,11,09/28/2020,Left Message,None
2835,894,1,09/28/2020,Wrong Number,None
2836,135578,11,10/01/2020,Left Message,None
2837,47421,12,09/28/2020,Answered,Refused
2838,53478,14,09/28/2020,Bad Number,None
2839,163896,8,10/02/2020,Left Message,None
2840,83621,15,09/29/2020,Left Message,None
2841,141119,2,10/02/2020,Left Message,None
2842,74233,12,09/29/2020,Answered,Yes
2843,139285,15,10/01/2020,Bad Number,None
2844,161360,7,10/02/2020,Bad Number,None
2845,110103,15,09/30/2020,Left Message,None
2846,25673,1,10/01/2020,Left Message,None
2847,7832,1,09/28/2020,Left Message,None
2848,630,1,09/28/2020,Left Message,None
2849,58733,8,09/29/2020,Left Message,None
2850,71976,11,09/29/2020,Left Message,None
2851,137250,12,10/01/2020,Bad Number,None
2852,68005,10,09/29/2020,Bad Number,None
2853,39126,11,09/28/2020,Left Message,None
2854,68893,11,09/29/2020,Left Message,None
2855,146971,3,10/02/2020,Left Message,None
2856,142436,3,10/02/2020,Bad Number,None
2857,64062,9,09/29/2020,Bad Number,None
2858,35685,10,09/28/2020,Left Message,None
2859,36113,10,09/28/2020,Answered,Yes
2860,135046,11,10/01/2020,Left Message,None
2861,98493,12,09/30/2020,Answered,Yes
2862,110466,15,09/30/2020,Left Message,None
2863,125212,2,10/01/2020,Left Message,None
2864,86584,8,09/30/2020,Left Message,None
2865,60442,8,09/29/2020,Left Message,None
2866,128086,2,10/01/2020,Left Message,None
2867,160374,7,10/02/2020,Left Message,None
2868,95202,11,09/30/2020,Left Message,None
2869,9181,1,09/28/2020,Left Message,None
2870,6384,1,09/28/2020,Wrong Number,None
2871,76269,12,09/29/2020,Left Message,None
2872,106223,14,09/30/2020,Left Message,None
2873,132529,10,10/01/2020,Bad Number,None
2874,8110,1,09/28/2020,Left Message,None
2875,100831,12,09/30/2020,Left Message,None
2876,144698,3,10/02/2020,Left Message,None
2877,121727,2,10/01/2020,Left Message,None
2878,159088,7,10/02/2020,Left Message,None
2879,127526,2,10/01/2020,Left Message,None
2880,69157,11,09/29/2020,Left Message,None
2881,54446,14,09/28/2020,Left Message,None
2882,103383,13,09/30/2020,Bad Number,None
2883,74150,12,09/29/2020,Answered,Refused
2884,47159,12,09/28/2020,Bad Number,None
2885,30566,8,09/28/2020,Answered,Refused
2886,42763,11,09/28/2020,Answered,Refused
2887,9059,1,09/28/2020,Left Message,None
2888,26651,1,10/01/2020,Wrong Number,None
2889,69091,11,09/29/2020,Bad Number,None
2890,23945,1,10/01/2020,Wrong Number,None
2891,71152,11,09/29/2020,Left Message,None
2892,32709,9,09/28/2020,Left Message,None
2893,13666,1,09/29/2020,Wrong Number,None
2894,42814,11,09/28/2020,Left Message,None
2895,118412,2,10/01/2020,Left Message,None
2896,109544,15,09/30/2020,Left Message,None
2897,11602,1,09/29/2020,Wrong Number,None
2898,12874,1,09/29/2020,Wrong Number,None
2899,44300,12,09/28/2020,Bad Number,None
2900,68780,11,09/29/2020,Left Message,None
2901,163970,8,10/02/2020,Left Message,None
2902,30753,8,09/28/2020,Answered,No
2903,79390,13,09/29/2020,Left Message,None
2904,138428,14,10/01/2020,Bad Number,None
2905,30103,8,09/28/2020,Left Message,None
2906,104487,13,09/30/2020,Left Message,None
2907,72695,11,09/29/2020,Left Message,None
2908,136536,12,10/01/2020,Bad Number,None
2909,111744,15,09/30/2020,Left Message,None
2910,91332,10,09/30/2020,Left Message,None
2911,16767,1,09/30/2020,Wrong Number,None
2912,17189,1,09/30/2020,Wrong Number,None
2913,39431,11,09/28/2020,Left Message,None
2914,48575,13,09/28/2020,Left Message,None
2915,52411,14,09/28/2020,Left Message,None
2916,14391,1,09/29/2020,Left Message,None
2917,116302,2,10/01/2020,Left Message,None
2918,119614,2,10/01/2020,Left Message,None
2919,29562,8,09/28/2020,Left Message,None
2920,99664,12,09/30/2020,Answered,Undecided
2921,154729,6,10/02/2020,Left Message,None
2922,23215,1,10/01/2020,Wrong Number,None
2923,127134,2,10/01/2020,Left Message,None
2924,78101,12,09/29/2020,Left Message,None
2925,66244,10,09/29/2020,Left Message,None
2926,159120,7,10/02/2020,Left Message,None
2927,52072,14,09/28/2020,Bad Number,None
2928,139944,15,10/01/2020,Left Message,None
2929,73532,11,09/29/2020,Bad Number,None
2930,90037,9,09/30/2020,Left Message,None
2931,58576,8,09/29/2020,Bad Number,None
2932,100994,12,09/30/2020,Bad Number,None
2933,80286,13,09/29/2020,Left Message,None
2934,16145,1,09/30/2020,Wrong Number,None
2935,24481,1,10/01/2020,Wrong Number,None
2936,76264,12,09/29/2020,Left Message,None
2937,156021,6,10/02/2020,Bad Number,None
2938,69548,11,09/29/2020,Left Message,None
2939,90710,10,09/30/2020,Bad Number,None
2940,100576,12,09/30/2020,Left Message,None
2941,44082,12,09/28/2020,Left Message,None
2942,163054,8,10/02/2020,Left Message,None
2943,16368,1,09/30/2020,Wrong Number,None
2944,122650,2,10/01/2020,Left Message,None
2945,62043,8,09/29/2020,Left Message,None
2946,61342,8,09/29/2020,Left Message,None
2947,83640,15,09/29/2020,Left Message,None
2948,3091,1,09/28/2020,Left Message,None
2949,1135,1,09/28/2020,Wrong Number,None
2950,17829,1,09/30/2020,Wrong Number,None
2951,61470,8,09/29/2020,Left Message,None
2952,45471,12,09/28/2020,Left Message,None
2953,7855,1,09/28/2020,Left Message,None
2954,18907,1,09/30/2020,Wrong Number,None
2955,60376,8,09/29/2020,Bad Number,None
2956,15111,1,09/29/2020,Wrong Number,None
2957,49119,13,09/28/2020,Bad Number,None
2958,130860,9,10/01/2020,Bad Number,None
2959,138461,14,10/01/2020,Bad Number,None
2960,144842,3,10/02/2020,Left Message,None
2961,42855,11,09/28/2020,Bad Number,None
2962,97214,12,09/30/2020,Left Message,None
2963,44624,12,09/28/2020,Bad Number,None
2964,12383,1,09/29/2020,Wrong Number,None
2965,95239,11,09/30/2020,Left Message,None
2966,140209,15,10/01/2020,Bad Number,None
2967,42444,11,09/28/2020,Answered,Refused
2968,137738,13,10/01/2020,Bad Number,None
2969,46374,12,09/28/2020,Left Message,None
2970,96936,12,09/30/2020,Left Message,None
2971,118175,2,10/01/2020,Left Message,None
2972,62106,8,09/29/2020,Left Message,None
2973,162478,7,10/02/2020,Left Message,None
2974,54552,15,09/28/2020,Answered,Refused
2975,50968,13,09/28/2020,Bad Number,None
2976,110263,15,09/30/2020,Left Message,None
2977,76456,12,09/29/2020,Answered,Refused
2978,7336,1,09/28/2020,Left Message,None
2979,146133,3,10/02/2020,Left Message,None
2980,94445,11,09/30/2020,Bad Number,None
2981,101898,12,09/30/2020,Left Message,None
2982,97878,12,09/30/2020,Bad Number,None
2983,129161,8,10/01/2020,Left Message,None
2984,99383,12,09/30/2020,Left Message,None
2985,156693,6,10/02/2020,Left Message,None
2986,146804,3,10/02/2020,Left Message,None
2987,73566,11,09/29/2020,Left Message,None
2988,33263,9,09/28/2020,Left Message,None
2989,147844,4,10/02/2020,Left Message,None
2990,79440,13,09/29/2020,Left Message,None
2991,22200,1,10/01/2020,Wrong Number,None
2992,114450,1,10/01/2020,Answered,No
2993,126060,2,10/01/2020,Left Message,None
2994,4090,1,09/28/2020,Left Message,None
2995,63996,9,09/29/2020,Left Message,None
2996,154957,6,10/02/2020,Answered,Yes
2997,48302,12,09/28/2020,Left Message,None
2998,56290,15,09/28/2020,Left Message,None
2999,150895,6,10/02/2020,Answered,Yes
3000,8231,1,09/28/2020,Left Message,None
3001,82946,15,09/29/2020,Bad Number,None
3002,23576,1,10/01/2020,Wrong Number,None
3003,51513,13,09/28/2020,Answered,None
3004,135457,11,10/01/2020,Do Not Call,None
3005,67627,10,09/29/2020,Left Message,None
3006,111245,15,09/30/2020,Answered,Undecided
3007,152215,6,10/02/2020,Left Message,None
3008,53347,14,09/28/2020,Left Message,None
3009,129002,8,10/01/2020,Bad Number,None
3010,105965,14,09/30/2020,Left Message,None
3011,108898,15,09/30/2020,Answered,Refused
3012,29420,8,09/28/2020,Left Message,None
3013,112395,1,10/01/2020,Answered,Yes
3014,87061,8,09/30/2020,Left Message,None
3015,132369,10,10/01/2020,Left Message,None
3016,149133,6,10/02/2020,Left Message,None
3017,80705,14,09/29/2020,Left Message,None
3018,74673,12,09/29/2020,Left Message,None
3019,141005,2,10/02/2020,Left Message,None
3020,9743,1,09/28/2020,Left Message,None
3021,68814,11,09/29/2020,Bad Number,None
3022,37504,11,09/28/2020,Answered,Refused
3023,121646,2,10/01/2020,Left Message,None
3024,85128,15,09/29/2020,Answered,Refused
3025,150633,6,10/02/2020,Left Message,None
3026,64111,9,09/29/2020,Left Message,None
3027,35887,10,09/28/2020,Left Message,None
3028,5374,1,09/28/2020,Wrong Number,None
3029,128245,2,10/01/2020,Left Message,None
3030,5682,1,09/28/2020,Wrong Number,None
3031,153725,6,10/02/2020,Answered,Refused
3032,148211,5,10/02/2020,Left Message,None
3033,58313,8,09/29/2020,Left Message,None
3034,99774,12,09/30/2020,Left Message,None
3035,154226,6,10/02/2020,Left Message,None
3036,65161,9,09/29/2020,Left Message,None
3037,60474,8,09/29/2020,Bad Number,None
3038,43582,12,09/28/2020,Left Message,None
3039,151636,6,10/02/2020,Bad Number,None
3040,131475,9,10/01/2020,Bad Number,None
3041,129458,8,10/01/2020,Left Message,None
3042,126424,2,10/01/2020,Left Message,None
3043,21670,1,10/01/2020,Wrong Number,None
3044,45797,12,09/28/2020,Left Message,None
3045,164047,8,10/02/2020,Answered,No
3046,30658,8,09/28/2020,Bad Number,None
3047,45617,12,09/28/2020,Left Message,None
3048,23468,1,10/01/2020,Wrong Number,None
3049,65860,9,09/29/2020,Left Message,None
3050,48120,12,09/28/2020,Left Message,None
3051,65048,9,09/29/2020,Left Message,None
3052,311,1,09/28/2020,Left Message,None
3053,131385,9,10/01/2020,Bad Number,None
3054,100306,12,09/30/2020,Left Message,None
3055,39975,11,09/28/2020,Answered,Undecided
3056,134823,11,10/01/2020,Left Message,None
3057,90256,10,09/30/2020,Left Message,None
3058,58345,8,09/29/2020,Left Message,None
3059,83045,15,09/29/2020,Left Message,None
3060,125431,2,10/01/2020,Left Message,None
3061,160247,7,10/02/2020,Bad Number,None
3062,40219,11,09/28/2020,Left Message,None
3063,99085,12,09/30/2020,Left Message,None
3064,41462,11,09/28/2020,Left Message,None
3065,73468,11,09/29/2020,Answered,Yes
3066,111416,15,09/30/2020,Left Message,None
3067,74650,12,09/29/2020,Left Message,None
3068,84247,15,09/29/2020,Left Message,None
3069,71859,11,09/29/2020,Bad Number,None
3070,85798,8,09/30/2020,Answered,Undecided
3071,70036,11,09/29/2020,Bad Number,None
3072,107214,14,09/30/2020,Left Message,None
3073,1523,1,09/28/2020,Left Message,None
3074,120958,2,10/01/2020,Left Message,None
3075,153593,6,10/02/2020,Left Message,None
3076,60655,8,09/29/2020,Bad Number,None
3077,107390,14,09/30/2020,Bad Number,None
3078,157854,7,10/02/2020,Left Message,None
3079,154992,6,10/02/2020,Left Message,None
3080,64665,9,09/29/2020,Left Message,None
3081,17082,1,09/30/2020,Wrong Number,None
3082,32695,9,09/28/2020,Bad Number,None
3083,113372,1,10/01/2020,Answered,Yes
3084,85157,15,09/29/2020,Bad Number,None
3085,46552,12,09/28/2020,Left Message,None
3086,156299,6,10/02/2020,Left Message,None
3087,98273,12,09/30/2020,Left Message,None
3088,48510,12,09/28/2020,Left Message,None
3089,10757,1,09/29/2020,Wrong Number,None
3090,58744,8,09/29/2020,Left Message,None
3091,162181,7,10/02/2020,Left Message,None
3092,72594,11,09/29/2020,Bad Number,None
3093,159722,7,10/02/2020,Left Message,None
3094,17709,1,09/30/2020,Wrong Number,None
3095,75573,12,09/29/2020,Answered,Refused
3096,79889,13,09/29/2020,Answered,Yes
3097,6837,1,09/28/2020,Wrong Number,None
3098,81058,14,09/29/2020,Bad Number,None
3099,162674,7,10/02/2020,Left Message,None
3100,69530,11,09/29/2020,Answered,Yes
3101,34347,9,09/28/2020,Answered,Refused
3102,54229,14,09/28/2020,Bad Number,None
3103,89866,9,09/30/2020,Answered,No
3104,77645,12,09/29/2020,Left Message,None
3105,12160,1,09/29/2020,Wrong Number,None
3106,22150,1,10/01/2020,Wrong Number,None
3107,10997,1,09/29/2020,Wrong Number,None
3108,4216,1,09/28/2020,Wrong Number,None
3109,163835,8,10/02/2020,Left Message,None
3110,40539,11,09/28/2020,Left Message,None
3111,82766,15,09/29/2020,Bad Number,None
3112,51788,13,09/28/2020,Left Message,None
3113,51255,13,09/28/2020,Left Message,None
3114,128606,8,10/01/2020,Left Message,None
3115,71038,11,09/29/2020,Left Message,None
3116,57063,15,09/28/2020,Left Message,None
3117,136631,12,10/01/2020,Answered,Refused
3118,161619,7,10/02/2020,Left Message,None
3119,28689,8,09/28/2020,Answered,Yes
3120,100600,12,09/30/2020,Left Message,None
3121,76529,12,09/29/2020,Answered,Refused
3122,123758,2,10/01/2020,Left Message,None
3123,13060,1,09/29/2020,Wrong Number,None
3124,149551,6,10/02/2020,Left Message,None
3125,77034,12,09/29/2020,Bad Number,None
3126,131160,9,10/01/2020,Bad Number,None
3127,86957,8,09/30/2020,Left Message,None
3128,142233,3,10/02/2020,Left Message,None
3129,14228,1,09/29/2020,Left Message,None
3130,80002,13,09/29/2020,Left Message,None
3131,51785,13,09/28/2020,Left Message,None
3132,129837,8,10/01/2020,Left Message,None
3133,77933,12,09/29/2020,Left Message,None
3134,131721,10,10/01/2020,Bad Number,None
3135,67651,10,09/29/2020,Bad Number,None
3136,125679,2,10/01/2020,Left Message,None
3137,123338,2,10/01/2020,Left Message,None
3138,59866,8,09/29/2020,Answered,Undecided
3139,10503,1,09/29/2020,Wrong Number,None
3140,156417,6,10/02/2020,Left Message,None
3141,12364,1,09/29/2020,Wrong Number,None
3142,49785,13,09/28/2020,Answered,Yes
3143,27045,1,10/02/2020,Wrong Number,None
3144,68969,11,09/29/2020,Left Message,None
3145,110509,15,09/30/2020,Left Message,None
3146,78981,13,09/29/2020,Bad Number,None
3147,131453,9,10/01/2020,Bad Number,None
3148,105812,14,09/30/2020,Left Message,None
3149,48015,12,09/28/2020,Left Message,None
3150,130131,8,10/01/2020,Bad Number,None
3151,79444,13,09/29/2020,Left Message,None
3152,150638,6,10/02/2020,Left Message,None
3153,51353,13,09/28/2020,Bad Number,None
3154,94033,11,09/30/2020,Left Message,None
3155,68340,10,09/29/2020,Left Message,None
3156,1494,1,09/28/2020,Left Message,None
3157,154086,6,10/02/2020,Left Message,None
3158,63045,9,09/29/2020,Left Message,None
3159,100938,12,09/30/2020,Bad Number,None
3160,11547,1,09/29/2020,Wrong Number,None
3161,54245,14,09/28/2020,Left Message,None
3162,97148,12,09/30/2020,Answered,Undecided
3163,58463,8,09/29/2020,Answered,Yes
3164,122970,2,10/01/2020,Left Message,None
3165,49257,13,09/28/2020,Left Message,None
3166,119904,2,10/01/2020,Left Message,None
3167,115891,2,10/01/2020,Left Message,None
3168,70004,11,09/29/2020,Bad Number,None
3169,5343,1,09/28/2020,Wrong Number,None
3170,134267,11,10/01/2020,Answered,No
3171,11578,1,09/29/2020,Wrong Number,None
3172,1476,1,09/28/2020,Left Message,None
3173,33845,9,09/28/2020,Bad Number,None
3174,148994,6,10/02/2020,Left Message,None
3175,40801,11,09/28/2020,Answered,Yes
3176,54897,15,09/28/2020,Left Message,None
3177,136978,12,10/01/2020,Bad Number,None
3178,31897,9,09/28/2020,Answered,Undecided
3179,127107,2,10/01/2020,Left Message,None
3180,50444,13,09/28/2020,Answered,Yes
3181,114435,1,10/01/2020,Answered,Undecided
3182,24964,1,10/01/2020,Wrong Number,None
3183,99703,12,09/30/2020,Left Message,None
3184,110373,15,09/30/2020,Left Message,None
3185,74030,12,09/29/2020,Bad Number,None
3186,130552,9,10/01/2020,Bad Number,None
3187,149593,6,10/02/2020,Answered,No
3188,36711,10,09/28/2020,Bad Number,None
3189,12351,1,09/29/2020,Wrong Number,None
3190,5481,1,09/28/2020,Wrong Number,None
3191,105888,14,09/30/2020,Left Message,None
3192,44572,12,09/28/2020,Bad Number,None
3193,157200,7,10/02/2020,Left Message,None
3194,154628,6,10/02/2020,Bad Number,None
3195,148391,5,10/02/2020,Bad Number,None
3196,10099,1,09/29/2020,Wrong Number,None
3197,154655,6,10/02/2020,Bad Number,None
3198,11548,1,09/29/2020,Wrong Number,None
3199,24088,1,10/01/2020,Wrong Number,None
3200,96822,11,09/30/2020,Answered,No
3201,95265,11,09/30/2020,Left Message,None
3202,30235,8,09/28/2020,Answered,Undecided
3203,52599,14,09/28/2020,Left Message,None
3204,96494,11,09/30/2020,Bad Number,None
3205,90373,10,09/30/2020,Left Message,None
3206,143717,3,10/02/2020,Left Message,None
3207,144639,3,10/02/2020,Answered,Refused
